Nom table;Identifiant BDD;Donnée obligatoire;Type de donnée;Table de références;Champ récupéré (enum) ;Description
audit_generateur_chauffage;identifiant_reseau_chaleur; ;Texte; ; ;identifiant réseau de chaleur ou de froid utilisé (utilisé à partir du 18 janvier 2022). Cet identifiant doit correspondre à un identifiant déclaré dans la liste des réseaux de chaleurs spécifiés dans l'arrêté en vigueur qui modifie l'annexe 7 de l'arrêté du 15 septembre 2006 relatif au diagnostic de performance energétique
audit_generateur_chauffage;installation_chauffage_id;X; ;audit_installation_chauffage; ;Identifiant technique de l'installation de chauffage
audit_generateur_chauffage;n_radiateurs_gaz; ;Numérique; ; ;nombre de radiateurs gaz
audit_generateur_chauffage;pn; ;Numérique; ; ;puissance nominale du générateur à combustion (W)
audit_generateur_chauffage;position_volume_chauffe;X;Booléen; ; ;est ce que le générateur est positionné dans le volume chauffé. (pour le calcul des pertes de génération récupérables)
audit_generateur_chauffage;presence_regulation_combustion; ;Booléen; ; ;présence d'un organe de régulation pour le système de chauffage à combustion 0 : non 1 : oui
audit_generateur_chauffage;presence_ventouse; ;Booléen; ; ;présence d'un système de ventouse ou avec un ventilateur pour l'évacuation des fumées d'un système à combustion 0 : non 1 : oui
audit_generateur_chauffage;priorite_generateur_cascade; ;Numérique; ; ;ordre de priorité du générateur en cascade (ordonné de manière croissante 1 : générateur principal , 2: genérateur secondaire etc…). Dans le cas de deux générateurs en cascade sans priorité, les deux générateurs sont déclarés comme principal
audit_generateur_chauffage;pveilleuse; ;Numérique; ; ;puissance de la veilleuse du générateur à combustion (W)
audit_generateur_chauffage;qp0; ;Numérique; ; ;pertes à l'arret du générateur à combustion. Dans le cas d'un générateur virtualisé pour DPE appartement avec chauffage collectif saisir Qp0 correspondant à Pe = a*Pn(collectif) (W)
audit_generateur_chauffage;ref_produit_generateur_ch; ;Texte; ; ;référence produit et marque du générateur de chauffage
audit_generateur_chauffage;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_generateur_chauffage;reference_generateur_mixte; ;Texte; ; ;référence commune pour un générateur mixte chauffage ECS. Cette référence est identique pour les deux parties du générateur (chauffage et ECS) et est utilisé pour faire le lien entre les deux
audit_generateur_chauffage;rendement_generation; ;Numérique; ; ;Rg : rendement de génération du système de chauffage pour tous les générateurs sauf thermodynamique. Pour les générateurs à combustion il faut saisir le rendement sur PCI (0-1,5)
audit_generateur_chauffage;rpint; ;Numérique; ; ;rendement de génération à charge intermédiaire du générateur à combustion (0-1,5)
audit_generateur_chauffage;rpn; ;Numérique; ; ;rendement de génération à pleine charge du générateur à combustion (0-1,5)
audit_generateur_chauffage;scop;Parfois;Numérique; ; ;scop du générateur thermodynamique (en remplacement du Rg pour les générateurs thermodynamique) (0-20)
audit_generateur_chauffage;temp_fonc_100; ;Numérique; ; ;température de fonctionnement à 100% de charge (°C)
audit_generateur_chauffage;temp_fonc_30; ;Numérique; ; ;température de fonctionnement à 30% de charge (°C)
audit_generateur_chauffage;tv_generateur_combustion_id; ; ;audit_tv_generateur_combustion; ;id de la ligne de la table utilisée pour le calcul des paramètres du générateur à combustion Rpn,Rpint,Qp0,Pveil
audit_generateur_chauffage;tv_rendement_generation_id; ; ;audit_tv_rendement_generation; ;id de la ligne de la table utilisée pour le calcul des rendements de générations forfaitaires des générateurs autres qu'à combustion
audit_generateur_chauffage;tv_reseau_chaleur_id; ; ;audit_tv_reseau_chaleur; ;id de la ligne de la table utilisée pour le calcul du contenu CO2 des réseaux de chaleurs (OBSOLETE et remplacé par identifiant_reseau_chaleur à partir du 18 janvier 2022 et la prise en compte du nouvel arrêté réseau de chaleur).
audit_generateur_chauffage;tv_scop_id; ; ;audit_tv_scop; ;id de la ligne de la table utilisée pour le calcul du coefficient de performance du système thermodynamique (SCOP)
audit_generateur_chauffage;tv_temp_fonc_100_id; ; ;audit_tv_temp_fonc_100; ;id de la ligne de la table utilisée pour le calcul de la température à 100% de charge du système à combustion(SUPPRIME)
audit_generateur_chauffage;tv_temp_fonc_30_id; ; ;audit_tv_temp_fonc_30; ;id de la ligne de la table utilisée pour le calcul de la température à 30% de charge du système à combustion(SUPPRIME)
audit_generateur_chauffage;migre_en_utc;X;Booléen; ; ;Indique si les dates de la table ont été migrées au format UTC
audit_generateur_chauffage;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_generateur_ecs;conso_ecs;X;Numérique; ; ;consommation d'energie annuelle du générateur d'ECS (kWh) (Exprimé en kWh PCI pour les combustibles ). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation du générateur à l'immeuble qu'il faut saisir.
audit_generateur_ecs;cop; ;Numérique; ; ;COP du chauffe-eau thermodynamique (inclus le rendement de stockage) (0-20)
audit_generateur_ecs;enum_periode_installation_ecs_thermo_id; ; ;audit_enum_periode_installation_ecs_thermo;lib;periode installation du système thermodynamique
audit_generateur_ecs;enum_type_energie_id;X; ;audit_enum_type_energie;lib;type d'énergie consommée par le générateur d'ECS
audit_generateur_ecs;enum_type_generateur_ecs_id;X; ;audit_enum_type_generateur_ecs;lib;type de generateur d'ecs
audit_generateur_ecs;enum_usage_generateur_id;X; ;audit_enum_usage_generateur;lib;usages assurés par le générateur (chauffage/ecs/chauffage+ecs)
audit_generateur_ecs;volume_stockage;X;Numérique; ; ;volume de stockage associé au générateur d'ECS
audit_generateur_ecs;conso_ecs_depensier;X;Numérique; ; ;consommation d'énergie annuelle du générateur d'ECS pour le scénario dépensier en énergie finale (kWh) (Exprimé en kWh PCI pour les combustibles ). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation du générateur à l'immeuble qu'il faut saisir.
audit_generateur_ecs;date_arrete_reseau_chaleur; ; ; ; ;"date de l'arrêté qui modifie l'annexe 7 de l'arrêté du 15 septembre 2006 relatif au diagnostic de performance énergétique. (https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000788395?isAdvancedResult=&amp;page=3&amp;pageSize=10&amp;query=Arr%C3%AAt%C3%A9+relatif+au+classement+des+r%C3%A9seaux+de+chaleur+et+de+froid&amp;searchField=ALL&amp;searchProximity=&amp;searchType=ALL&amp;tab_selection=all&amp;typePagination=DEFAULT). L'arrêté publie la liste des réseaux de chaleurs référencés pour le calcul du DPE et publie les taux de CO2 et ENR associés. La fréquence de ces arrêtés est d'une année en général mais ils ne sont pas publiés à des dates stables. Ce champ est obligatoire lorsqu'un réseau de chaleur est renseigné. les informations sur les arrêtés de réseaux de chaleur sont disponibles dans observatoire_dpe.modele_donnee.arrete_reseau_chaleur.json"
audit_generateur_ecs;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_generateur_ecs;enum_etat_composant_id;X; ;audit_enum_etat_composant; ;indique si le composant a été changé par rapport au logement initial
audit_generateur_ecs;enum_methode_saisie_carac_sys_id;X; ;audit_enum_methode_saisie_carac_sys; ;méthode de saisie des performances du système d'ECS
audit_generateur_ecs;enum_type_stockage_ecs_id;X; ;audit_enum_type_stockage_ecs; ;Type de stockage d'ECS (intégré à la production ou indépendant)
audit_generateur_ecs;id;X; ; ; ;Identifiant technique du générateur d'ECS
audit_generateur_ecs;identifiant_reseau_chaleur; ;Texte; ; ;identifiant réseau de chaleur ou de froid utilisé (utilisé à partir du 18 janvier 2022). Cet identifiant doit correspondre à un identifiant déclaré dans la liste des réseaux de chaleurs spécifiés dans l'arrêté en vigueur qui modifie l'annexe 7 de l'arrêté du 15 septembre 2006 relatif au diagnostic de performance energétique
audit_generateur_ecs;installation_ecs_id;X; ;audit_installation_ecs; ;Identifiant technique de l'installation d'ECS
audit_generateur_ecs;pn; ;Numérique; ; ;puissance nominale du générateur à combustion. Dans le cas d'un générateur virtualisé pour DPE appartement avec ECS collective saisir Pe = a*Pn(collectif) (W)
audit_generateur_ecs;position_volume_chauffe;X;Booléen; ; ;est ce que le générateur est positionné dans le volume chauffé. (pour le calcul des pertes de génération récupérables)
audit_generateur_ecs;position_volume_chauffe_stockage; ;Numérique; ; ;est ce que le ballon de stockage est positionné dans le volume chauffé. (pour le calcul des pertes de stockage récupérables)
audit_generateur_ecs;presence_ventouse; ;Numérique; ; ;présence d'un système de ventouse ou avec un ventilateur pour l'évacuation des fumées d'un système à combustion 0 : non 1 : oui
audit_generateur_ecs;pveilleuse; ;Numérique; ; ;puissance de la veilleuse du générateur à combustion (W)
audit_generateur_ecs;qp0; ;Numérique; ; ;pertes à l'arret du générateur à combustion. Dans le cas d'un générateur virtualisé pour DPE appartement avec ECS collective saisir Qp0 correspondant à Pe = a*Pn(collectif)
audit_generateur_ecs;ratio_besoin_ecs;X;Numérique; ; ;ratio du besoin ecs de l'installation affecté au générateur. Ce ratio est de 1 pour les installations classiques et de 0,5 pour les installations d'ECS avec deux générateurs
audit_generateur_ecs;ref_produit_generateur_ecs; ;Texte; ; ;référence produit et marque du générateur d'ECS
audit_generateur_ecs;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_generateur_ecs;reference_generateur_mixte; ;Texte; ; ;référence commune pour un générateur mixte chauffage ECS. Cette référence est identique pour les deux parties du générateur (chauffage et ECS) et est utilisé pour faire le lien entre les deux
audit_generateur_ecs;rendement_generation; ;Numérique; ; ;Rg : rendement de génération dans le cas où le rendement de stockage est séparé du rendement de génération (ballon éléctrique ou ballon séparé de la production) (0-1,5)
audit_generateur_ecs;rendement_generation_stockage; ;Numérique; ; ;RgxRs : rendement de génération x rendement de stockage pour les systèmes pour lesquels le ballon est intégré au système de production ou réseau de chaleur (0-1,5)
audit_generateur_ecs;rendement_stockage; ;Numérique; ; ;Rs : rendement de stockage dans le cas où le rendement de stockage est séparé du rendement de génération (ballon éléctrique ou ballon séparé de la production) sinon égal à 1 (0-1)
audit_generateur_ecs;rpn; ;Numérique; ; ;rendement de génération à pleine charge du générateur à combustion (0-1,5)
audit_generateur_ecs;tv_generateur_combustion_id; ; ;audit_tv_generateur_combustion; ;id de la ligne de la table utilisée pour le calcul des paramètres du générateur à combustion Rpn,Rpint,Qp0,Pveil
audit_generateur_ecs;tv_pertes_stockage_id; ; ;audit_tv_pertes_stockage; ;id de la ligne de la table utilisée pour le calcul des pertes de stockage pour les ballons éléctriques
audit_generateur_ecs;tv_reseau_chaleur_id; ; ;audit_tv_reseau_chaleur; ;id de la ligne de la table utilisée pour le calcul du contenu CO2 des réseaux de chaleurs (OBSOLETE et remplacé par identifiant_reseau_chaleur à partir du 18 janvier 2022 et la prise en compte du nouvel arrêté réseau de chaleur).
audit_generateur_ecs;tv_scop_id; ; ;audit_tv_scop; ;id de la ligne de la table utilisée pour le calcul du coefficient de performance du système thermodynamique (SCOP)
audit_generateur_ecs;migre_en_utc;X;Booléen; ; ;Indique si les dates de la table ont été migrées au format UTC
audit_generateur_ecs;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_geolocalisation;id_batiment_rnb; ;Texte; ; ;identifiant batiment du Référentiel National des Bâtiments (RNB) à venir sur les bâtiments en France (https://beta.gouv.fr/startups/bat-id.html)
audit_geolocalisation;immatriculation_copropriete; ;Texte; ; ;numéro d'immatriculation de la copropriété au registre des copropriétés (9 caractères XX0000000)
audit_geolocalisation;provenance_rnb; ;Texte; ; ;Origine de l'identifiant bâtiment du Référentiel National des Bâtiments (RNB)
audit_geolocalisation;administratif_id;X; ;audit_administratif; ;Identifiant technique de l'AUDIT
audit_geolocalisation;adresse_bien_id;X; ;audit_t_adresse; ;Adresse bien
audit_geolocalisation;idpar; ;Texte; ; ;identifiant de parcelle cadastrale (14 caractères)
audit_geolocalisation;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_increment;annee; ;Texte; ; ;Année de l'incrément
audit_increment;id;X; ; ; ;Identifiant technique de l'incrément
audit_increment;increment;X;Numérique; ; ;Incrément du numéro d'AUDIT
audit_increment;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_inertie;enum_classe_inertie_id;X; ;audit_enum_classe_inertie;lib;classe d'inertie globale du bâtiment
audit_inertie;inertie_paroi_verticale_lourd;X;Numérique; ; ;est ce que les parois verticales sont considérées comme lourdes 0 : non 1 : oui
audit_inertie;inertie_plancher_bas_lourd;X;Numérique; ; ;est ce que le plancher bas est considéré comme lourd 0 : non 1 : oui
audit_inertie;inertie_plancher_haut_lourd;X;Numérique; ; ;est ce que le plancher haud est considéré comme lourd 0 : non 1 : oui
audit_inertie;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_inertie;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_installation_chauffage;enum_cfg_installation_ch_id;X; ;audit_enum_cfg_installation_ch;lib;configuration de l'installation de chauffage
audit_installation_chauffage;conso_ch;X;Numérique; ; ;consommation d'energie annuelle de l'installation de chauffage en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_chauffage;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_installation_chauffage;fch; ;Numérique; ; ;Facteur de couverture solaire pour l'installation de chauffage
audit_installation_chauffage;fch_saisi; ;Numérique; ; ;Facteur de couverture solaire pour l'installation de chauffage(saisi)
audit_installation_chauffage;surface_chauffee;X;Numérique; ; ;surface chauffée par l'installation de chauffage(surface du logement ou de l'immeuble). Dans le cas spécifique d'un DPE immeuble avec installation individuelle échantillonée :saisir la surface chauffée de la totalité des logements représentés par le logement moyen surface_habitable= Shmoy*Nblgt. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la surface de l'installation à l'immeuble qu'il faut renseigner
audit_installation_chauffage;enum_type_installation_id;X; ;audit_enum_type_installation;lib;type d'installation de chauffage (collective ou individuelle ou collective multi batiment
audit_installation_chauffage;besoin_ch;X;Numérique; ; ;Besoin de chauffage total de l'installation (kWh)
audit_installation_chauffage;besoin_ch_depensier;X;Numérique; ; ;Besoin de chauffage total de l'installation pour le scénario dépensier (DH21) (kWh)
audit_installation_chauffage;cle_repartition_ch; ;Numérique; ; ;clé de répartition pour passer des consommations bâtiments au consommation logement dans le cas DPE appartement calculé à partir du DPE immeuble UNIQUEMENT. Voir section 8.5.4 du document guide pour plus de détail
audit_installation_chauffage;coef_ifc; ;Numérique; ; ;coefficient d'individualisation des frais de chauffage dans le cas d'un DPE appartement calculé à partir d'un DPE immeuble
audit_installation_chauffage;conso_ch_depensier;X;Numérique; ; ;consommation d'energie annuelle de l'installation de chauffage pour le scénario dépensier (scénario DH21) en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_chauffage;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_installation_chauffage;enum_methode_calcul_conso_id;X; ;audit_enum_methode_calcul_conso; ;méthode de calcul de consommation de chauffage : simple, ou cas particuliers installation collective virtualisée ou installation individuelle échantilonnée (dpe immeuble)
audit_installation_chauffage;enum_methode_saisie_fact_couv_sol_id; ; ;audit_enum_methode_saisie_fact_couv_sol; ;méthode de saisie du facteur de couverture solaire pour le chauffage (saisi en direct justifié ou calculé à partir de la table)
audit_installation_chauffage;id;X; ; ; ;Identifiant technique de l'installation de chauffage
audit_installation_chauffage;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_installation_chauffage;nombre_logement_echantillon; ;Numérique; ; ;nombre de logements représentés par le logement échantillon dans le cas d'un DPE immeuble avec installation de chauffage individuelle. (à ne renseigner que dans ce cas précis)
audit_installation_chauffage;nombre_niveau_installation_ch;X;Numérique; ; ;nombre de niveaux desservis par l'installation de chauffage (très souvent égal au nombre de niveaux du bâtiment)
audit_installation_chauffage;production_ch_solaire; ;Numérique; ; ;Production de chauffage solaire (kWh)
audit_installation_chauffage;ratio_virtualisation; ;Numérique; ; ;ratio de virtualisation de l'installation collective lorsque l'on rapporte des usages collectifs à un appartement (a = Shabappartement/Shabtotale)
audit_installation_chauffage;rdim;X; ; ; ;nombre d'installations identiques. Ce paramètre est utilisé pour dénombrer les installations identiques considérées lors d'un calcul d'échantillonage. Ce nombre peut être non entier en cas d'application de la méthode d'échantillonage (pour une installation sans échantillonage rdim=1)
audit_installation_chauffage;reference; ;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_installation_chauffage;tv_facteur_couverture_solaire_id; ; ;audit_tv_facteur_couverture_solaire; ;id de la ligne de la table utilisée pour le calcul du facteur de couverture solaire
audit_installation_chauffage;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_installation_ecs;enum_cfg_installation_ecs_id;X; ;audit_enum_cfg_installation_ecs;lib;code de configuration de l'installation d'ECS (installation simple, avec solaire ou avec plusieurs systèmes d'ECS)
audit_installation_ecs;conso_ecs;X;Numérique; ; ;consommation d'energie annuelle de l'installation d'ECS en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_ecs;enum_etat_composant_id;X; ;audit_enum_etat_composant;lib;indique si le composant a été changé par rapport au logement initial
audit_installation_ecs;fecs; ;Numérique; ; ;facteur de couverture solaire de l'ECS
audit_installation_ecs;fecs_saisi; ;Numérique; ; ;facteur de couverture solaire pour l'ECS saisi directement lorsque celui-ci peut être justifié
audit_installation_ecs;nombre_logement;X;Numérique; ; ;nombre de logements desservis par l'installation d'ECS. Dans le cas d'un DPE immeuble avec installation individuelle échantillonée : saisir le nombre de logements qui sont équipés de ce type d'installation d'ECS.
audit_installation_ecs;production_ecs_solaire; ;Numérique; ; ;production d'ecs solaire annuelle (kWh). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_ecs;surface_habitable;X;Numérique; ; ;surface habitable correspondant au(x) logement(x) desservi(s) par l'installation d'ECS.(surface habitable du logement ou de la totalité des logements de l'immeuble) Dans le cas spécifique d'un DPE immeuble avec installation individuelle échantillonée :saisir la surface de la totalité des logements représentés par le logement moyen surface_habitable= Shmoy*Nblgt. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la surface de l'installation à l'immeuble qu'il faut renseigner
audit_installation_ecs;enum_type_installation_id;X; ;audit_enum_type_installation;lib;code du type d'installation d'ECS (collective ou individuelle)
audit_installation_ecs;enum_type_installation_solaire_id; ; ;audit_enum_type_installation_solaire;lib;type d'installation solaire (ECS+Chauffage , ECS solaire seule etc…)
audit_installation_ecs;besoin_ecs;X;Numérique; ; ;besoin d'ECS annuel pour l'ensemble de l'installation (kWh). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_ecs;besoin_ecs_depensier;X;Numérique; ; ;besoin d'ECS annuel pour l'ensemble de l'installation dans le cas du scénario dépensier (kWh). Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_ecs;cle_repartition_ecs; ;Numérique; ; ;clé de répartition pour passer des consommations bâtiments au consommation logement dans le cas DPE appartement calculé à partir du DPE immeuble UNIQUEMENT. Voir section 8.5.4 du document guide pour plus de détail
audit_installation_ecs;conso_ecs_depensier;X;Numérique; ; ;consommation d'energie annuelle de l'installation d'ECS pour le scénario dépensier en energie finale kWh. Dans le cas d'un DPE immeuble ou d'un DPE appartement à partir de l'immeuble c'est la consommation de l'installation à l'immeuble qu'il faut saisir.
audit_installation_ecs;description;Parfois;Texte; ; ;description textuelle de l'objet
audit_installation_ecs;enum_bouclage_reseau_ecs_id;X; ;audit_enum_bouclage_reseau_ecs; ;type de bouclage du réseau d'ECS pour la prise en compte des consommations d'auxiliaires de distribution
audit_installation_ecs;enum_methode_calcul_conso_id;X; ;audit_enum_methode_calcul_conso; ;méthode de calcul de consommation d'ECS : simple, ou cas particuliers installation collective virtualisée ou installation individuelle échantilonnée (dpe immeuble)
audit_installation_ecs;enum_methode_saisie_fact_couv_sol_id; ; ;audit_enum_methode_saisie_fact_couv_sol; ;méthode de saisie du facteur de couverture solaire pour l'ECS (saisi en direct justifié ou calculé à partir de la table)
audit_installation_ecs;id;X; ; ; ;Identifiant technique de l'installation d'ECS
audit_installation_ecs;logement_id;X; ;audit_logement; ;Identifiant technique du logement
audit_installation_ecs;nombre_niveau_installation_ecs;X;Numérique; ; ;nombre de niveaux desservis par l'installation d'ECS (très souvent égal au nombre de niveaux du bâtiment)
audit_installation_ecs;ratio_virtualisation; ;Numérique; ; ;ratio de virtualisation de l'installation collective lorsque l'on rapporte des usages collectifs à un appartement (a = Shabappartement/Shabtotale)
audit_installation_ecs;rdim;X; ; ; ;nombre d'installations identiques. Ce paramètre est utilisé pour dénombrer les installations identiques considérées lors d'un calcul d'échantillonage. Ce nombre peut être non entier en cas d'application de la méthode d'échantillonage (pour une installation sans échantillonage rdim=1)
audit_installation_ecs;reference;X;Texte; ; ;reference projet de l'objet (cette référence permet de faire d'éventuels liens entre objets). La codification et utilisation des références peut différer entre logiciels
audit_installation_ecs;rendement_distribution;X;Numérique; ; ;rendement de distribution de l'installation d'ECS (0-1)
audit_installation_ecs;reseau_distribution_isole; ;Numérique; ; ;est ce que le réseau de distribution est isolé 0 : non 1 : oui
audit_installation_ecs;tv_facteur_couverture_solaire_id; ; ;audit_tv_facteur_couverture_solaire; ;id de la ligne de la table utilisée pour le calcul du facteur de couverture solaire
audit_installation_ecs;tv_rendement_distribution_ecs_id;X; ;audit_tv_rendement_distribution_ecs; ;id de la ligne de la table utilisée pour le calcul du rendement de distribution de l'installation d'ECS
audit_installation_ecs;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_isolation_combles_non_amenages;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_isolation_combles_non_amenages;resistance_isolant; ;Numérique; ; ;resistance de l'isolant (m2.K/W)
audit_isolation_combles_non_amenages;surface_isolant; ;Numérique; ; ;surface d'isolant posé (m²)
audit_isolation_combles_non_amenages;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_isolation_mur_ite;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_isolation_mur_ite;resistance_isolant; ;Numérique; ; ;resistance de l'isolant (m2.K/W)
audit_isolation_mur_ite;surface_isolant; ;Numérique; ; ;surface d'isolant posé (m²)
audit_isolation_mur_ite;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_isolation_mur_iti;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_isolation_mur_iti;resistance_isolant; ;Numérique; ; ;resistance de l'isolant (m2.K/W)
audit_isolation_mur_iti;surface_isolant; ;Numérique; ; ;surface d'isolant posé (m²)
audit_isolation_mur_iti;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_isolation_planchers_bas;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_isolation_planchers_bas;resistance_isolant; ;Numérique; ; ;resistance de l'isolant (m2.K/W)
audit_isolation_planchers_bas;surface_isolant; ;Numérique; ; ;surface d'isolant posé (m²)
audit_isolation_planchers_bas;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_isolation_sous_rampants;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_isolation_sous_rampants;resistance_isolant; ;Numérique; ; ;resistance de l'isolant (m2.K/W)
audit_isolation_sous_rampants;surface_isolant; ;Numérique; ; ;surface d'isolant posé (m²)
audit_isolation_sous_rampants;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_isolation_toiture_terrasse;caracteristiques_travaux_id;X; ;audit_caracteristiques_travaux; ;Identifiant technique des caractéristiques travaux
audit_isolation_toiture_terrasse;resistance_isolant; ;Numérique; ; ;resistance de l'isolant (m2.K/W)
audit_isolation_toiture_terrasse;surface_isolant; ;Numérique; ; ;surface d'isolant posé (m²)
audit_isolation_toiture_terrasse;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_justificatif_audit;audit_id;X; ; ; ;Identifiant technique de l'AUDIT
audit_justificatif_audit;description; ;Texte; ; ;description du justificatif adjoint à l'audit
audit_justificatif_audit;enum_type_justificatif_audit_id; ; ;audit_enum_type_justificatif_audit;lib;type de justificatif
audit_justificatif_audit;id;X; ; ; ;identifiant technique du justificatif
audit_justificatif_audit;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_logement;enum_scenario_id;X; ;audit_enum_scenario;lib;indique le type de scénario de rénovation
audit_logement;enum_etape_id;X; ;audit_enum_etape;lib;indique l'étape de rénovation au sein d'un scénario
audit_logement;enum_methode_application_dpe_log_id;X; ;audit_enum_methode_application_dpe_log;lib;méthode d'application du DPE logement
audit_logement;annee_construction;Parfois;Texte; ; ;annee de construction
audit_logement;hsp;X;Numérique; ; ;hauteur sous plafond moyenne du logement/de l'immeuble
audit_logement;nombre_appartement; ;Numérique; ; ;nombre d'appartements de l'immeuble dans le cas d'un DPE appartement avec usage collectif ou d'un DPE immeuble.
audit_logement;nombre_niveau_immeuble; ;Numérique; ; ;nombre de niveaux total de l'immeuble
audit_logement;nombre_niveau_logement; ;Numérique; ; ;nombre de niveaux du logement (maison ou appartement)
audit_logement;enum_periode_construction_id;X; ;audit_enum_periode_construction;lib;période de construction
audit_logement;surface_habitable_immeuble; ;Numérique; ; ;surface habitable totale de l'immeuble dans le cas d'un DPE appartement avec usage collectif ou d'un DPE immeuble.
audit_logement;surface_habitable_logement; ;Numérique; ; ;surface habitable du logement renseignée sauf dans le cas du dpe à l'immeuble
audit_logement;enum_type_energie_principale_chauffage_id; ; ;audit_enum_type_energie;lib;Type d'énergie consommée par le chauffage principal
audit_logement;generateur_chauffage_principal_id; ; ;audit_generateur_chauffage; ;Identifiant technique du générateur de chauffage principal calculé à l'insertion
audit_logement;enum_type_energie_principale_ecs_id; ; ;audit_enum_type_energie;lib;Type d'énergie consommée par le système d'ecs principal
audit_logement;generateur_ecs_principal_id; ; ;audit_generateur_ecs; ;Identifiant technique du générateur d'ecs principal calculé à l'insertion
audit_logement;appartement_non_visite;X;Numérique; ; ;est ce que l'appartement est un appartement non visité dans le cas d'un DPE appartement généré à partir d'un immeuble. (application de système individuel les moins performants de l'immeuble)
audit_logement;audit_id;X; ;audit; ;Identifiant technique de l'AUDIT
audit_logement;enum_calcul_echantillonnage_id; ; ;audit_enum_calcul_echantillonnage; ;quel type d'échantillonnage a été appliqué pour le calcul du DPE immeuble (dans le cas d'un DPE immeuble)
audit_logement;id;X; ; ; ;identifiant technique du logement
audit_logement;nom_scenario; ;Texte; ; ;nom du scénario de travaux
audit_logement;surface_tertiaire_immeuble; ;Numérique; ; ;surface tertiaire totale de l'immeuble dans le cas d'un DPE immeuble. La surface tertiaire est prise en compte pour le calcul des besoins dans le cas d'une installation collective mixte tertiaire/residentiel
audit_logement;date_derniere_modification;X;Date; ; ;Date de dernière modification de l'enregistrement
audit_logement_visite;surface_habitable_logement;X;Numérique; ; ;surface habitable du logement visité dans le cadre d'un DPE immeuble
audit_logement_visite;enum_typologie_logement_id;X; ;audit_enum_typologie_logement;lib;typologie de logement visité (T1… T6)
